word,mean,std,n
adrenaline,5.95,2.58,20
adrift,3.19,1.78,21
adult,4.36,2.5,22
adulterer,5.68,2.85,22
adultery,6.42,2.48,19
adulthood,4.28,2.53,25
advance,4.62,2.54,21
advanced,3.83,2.06,23
advancement,5.81,2.04,21
advantage,3.95,2.36,22
advantageous,5.7,2.08,20
adventure,6.36,2.4,42
adventurer,5.27,2.9,22
adventurous,6.67,2.06,18
adversary,4.41,2.04,22
adverse,3.89,2.22,18
adversity,3.82,2.61,22
advertise,4.29,2.31,21
advertisement,4.14,2.46,22
advertising,3.25,2.02,20
advice,3.05,2.38,21
advisable,4.36,2.19,22
advise,3.38,2.27,21
advisement,4.04,2.36,26
adviser,3.36,1.71,22
advisor,3.19,1.63,21
advisory,4.05,2.19,22
advocate,4.59,2.06,22
aerial,3.67,2.2,21
aerobics,5.1,2.17,21
aerodynamic,4.33,2.24,21
aerospace,4.52,2.29,21
aesthetic,2.88,2.21,24
affair,5.4,2.46,20
affect,3.61,2.23,23
affection,5.64,2.63,22
affectionate,4.77,2.65,22
affidavit,3.73,2.43,22
affiliation,3.9,1.97,21
affinity,4.29,2.33,21
affirmation,3.95,1.67,20
affirmative,3.64,2.13,22
affliction,5.1,2.25,20
afford,4.33,2.82,21
affordable,4.11,2.28,19
affront,4.5,2.46,20
afire,5.41,2.48,22
afloat,4.13,2.24,23
aforementioned,3.5,2.24,22
afraid,5.12,2.57,42
african,4.11,2.28,19
afterlife,4.32,2.9,22
aftermath,5.38,2.46,21
afternoon,3.48,2.09,21
aftershave,3.5,2.44,22
age,3.71,2.59,21
agency,3.17,1.97,23
agenda,3.62,2.26,24
agent,3.43,2.13,21
aggravate,5.9,2.19,21
aggravation,5.35,2.81,20
aggression,5.69,2.49,26
aggressive,5.87,2.53,23
aggressiveness,6.43,2.11,23
aggressor,6.55,1.57,20
agile,4.95,2.01,22
agility,4.21,2.29,42
aging,3.8,2.88,20
agitate,5.82,2.52,22
agitation,4.75,2.38,20
aglow,4.83,2.73,18
agonizing,6.71,1.95,21
agony,5.78,2.78,18
agree,3.62,2.09,21
agreeable,3.55,2.21,20
agreement,4.05,2.22,19
agricultural,3.55,2.18,22
agriculture,3.05,2.4,21
ahoy,3.95,2.2,21
aid,4.55,2.35,20
aide,4.0,1.66,22
aids,3.75,2.74,24
AIDS,5.0,2.6,20
ailing,4.52,2.48,21
ailment,3.68,2.25,22
aim,4.0,2.37,21
air,3.25,2.55,20
airbag,3.64,1.97,22
airborne,3.52,1.91,21
aircraft,4.86,2.46,22
aircraft carrier,4.64,2.59,22
airfield,4.38,2.22,21
airhead,4.3,2.32,20
airline,4.12,2.57,26
airliner,4.0,2.51,22
airlock,4.23,2.29,22
airplane,5.62,2.42,21
airport,5.5,2.78,20
airship,4.88,2.47,24
airspace,4.4,2.16,20
airspeed,4.33,2.79,18
airstrip,3.83,2.68,24
airtight,3.3,2.01,23
airway,4.0,1.97,21
aisle,2.5,1.44,22
ajar,3.26,2.32,23
aka,3.39,2.33,18
alabaster,3.95,2.06,21
alarm,6.85,2.39,20
alarm clock,5.36,2.77,22
alarming,6.5,2.09,20
albatross,3.09,1.6,22
albino,3.09,1.6,22
album,5.63,2.63,19
alcohol,5.17,1.86,18
alcoholic,5.48,2.69,23
alcoholism,5.0,2.45,24
alcove,3.32,2.39,25
alderman,3.05,1.89,22
ale,4.1,2.1,21
alert,5.14,2.41,43
alfalfa,3.67,1.91,21
algebra,4.6,2.66,20
algorithm,3.7,1.87,20
alias,4.71,2.05,21
alibi,4.5,1.88,20
alien,4.86,2.21,22
alienate,4.27,1.88,22
alienation,5.14,1.88,22
alight,3.86,2.03,21
align,3.32,1.91,22
alignment,3.92,2.34,24
alimony,3.09,2.45,23
alive,5.93,2.88,41
allegation,5.9,1.3,21
alleged,5.09,2.11,23
allegiance,5.17,2.21,23
allegro,3.89,2.95,18
allergic,5.4,2.44,20
allergy,3.9,2.17,21
alleviate,3.45,2.32,22
alley,4.08,2.28,38
alleyway,3.7,2.69,23
alliance,4.4,2.74,20
allied,3.38,1.94,21
alligator,5.36,2.3,22
allow,2.95,1.75,21
allowance,4.05,2.11,21
alloy,3.32,2.06,22
allure,4.25,2.55,20
alluring,4.35,2.46,20
ally,4.8,2.44,20
almanac,3.24,2.05,21
almighty,4.59,2.61,22
almond,2.89,2.13,19
aloha,3.82,2.13,22
alone,4.0,2.72,41
aloof,3.09,1.99,43
alpha,3.67,2.63,21
alphabet,3.15,2.25,20
alphabetical,3.0,1.7,21
alpine,3.52,1.89,21
altar,4.05,2.62,21
altar boy,3.11,2.13,19
alter,4.17,2.19,23
alteration,4.05,2.35,20
altercation,5.62,2.75,21
alternate,3.48,1.89,21
alternating,4.27,2.14,22
alternative,3.61,2.74,23
altimeter,3.61,2.1,23
altitude,4.15,2.52,26
aluminum,4.05,2.24,20
alumnus,3.23,2.0,22
alzheimers,4.5,2.35,22
amaretto,4.04,2.4,23
amateur,3.55,2.09,20
amaze,5.0,2.25,20
amazed,5.95,2.68,22
amazement,6.3,2.51,23
amazing,6.05,2.52,21
ambassador,3.91,2.16,22
amber,3.36,1.84,22
ambience,3.85,2.87,20
ambient,3.2,2.53,20
ambiguous,4.0,2.61,21
ambition,4.86,2.38,44
ambitious,5.76,1.81,21
ambrosia,4.05,2.31,20
ambulance,5.33,2.94,21
ambush,5.58,2.81,19
amend,3.06,2.1,18
amendment,3.5,1.92,18
amends,3.95,2.21,20
amiable,2.85,1.63,20
amino,3.83,1.97,24
ammo,5.53,2.34,19
ammonia,3.0,2.02,22
ammonium,4.37,2.61,19
ammunition,5.7,2.27,23
amnesia,5.04,2.48,23
amnesty,3.86,2.33,21
amorous,4.21,3.05,24
amount,3.53,1.98,19
amour,5.43,2.57,23
amp,5.05,2.36,21
amphibian,3.35,2.15,17
amphibious,5.7,1.75,20
ample,3.28,2.14,18
amputate,5.43,2.37,23
amputation,4.86,2.76,21
amuck,4.41,2.26,22
amulet,3.95,2.29,21
amuse,5.17,1.99,23
amused,4.27,2.76,22
amusement,4.82,2.7,22
amusing,5.18,2.11,22
anaconda,6.0,2.13,20
anagram,3.86,1.96,21
anal,4.29,2.77,24
analogy,3.95,2.27,19
analysis,3.74,1.94,19
analyst,3.24,2.12,21
analytical,4.13,1.91,23
analyze,4.1,2.17,21
analyzer,3.48,2.37,23
anaphylactic,5.57,2.77,21
anarchist,4.16,1.97,25
anarchy,4.86,2.64,22
anatomy,4.43,2.4,21
ancestor,3.73,2.41,22
ancestral,3.6,2.37,20
ancestry,3.71,2.24,21
anchor,3.32,2.08,22
anchorage,3.82,2.26,22
ancient,3.48,1.97,21
android,3.5,2.41,24
anecdote,4.65,2.55,23
anemia,4.09,2.39,23
anemic,3.45,1.79,20
anesthesia,3.64,2.06,22
anesthesiologist,3.56,2.25,18
anesthetic,3.23,1.82,22
aneurysm,5.38,2.33,21
angel,4.24,2.85,42
angelic,4.27,2.45,22
anger,5.93,2.77,43
angina,4.72,2.89,18
angiogram,3.61,2.68,23
angle,3.22,2.24,18
angora,2.95,1.56,22
angry,6.2,2.57,20
angst,5.76,2.55,21
anguish,5.41,2.72,22
anguished,4.79,2.54,43
animal,4.3,2.7,20
animated,5.77,2.29,22
animation,5.52,2.84,21
animosity,5.83,2.28,18
ankle,3.11,1.94,18
anklet,3.57,1.97,23
annals,2.6,2.21,20
annex,4.0,2.49,23
annihilate,6.44,2.53,18
annihilation,5.52,2.54,21
anniversary,4.0,2.68,21
announce,3.65,2.66,20
announcement,4.3,2.81,20
announcer,4.5,2.7,22
annoy,5.04,2.4,23
annoyance,4.1,2.59,20
annoyed,5.29,2.53,21
annoying,5.55,2.04,20
annual,3.7,1.84,23
annul,4.23,2.31,22
annulment,4.14,2.34,22
anointed,3.32,2.08,22
anomaly,4.25,2.45,20
anonymity,3.29,1.82,21
anonymous,4.13,2.2,23
anorexic,4.24,2.39,21
answer,4.0,2.89,43
ant,3.27,2.39,22
antagonistic,4.11,2.52,18
antagonize,4.95,2.11,20
antelope,4.46,2.72,26
antenna,3.15,2.11,20
anterior,3.36,2.34,22
anthem,4.48,2.27,21
anthill,4.63,2.17,19
anthrax,4.72,2.47,18
anthropological,3.82,2.42,22
anthropologist,3.27,2.33,22
anthropology,2.91,2.15,23
anti,4.23,2.52,22
antiaircraft,4.6,2.27,25
antibiotic,4.05,2.16,21
antibiotics,4.05,2.32,22
antichrist,5.58,2.4,26
anticipate,5.7,2.0,20
anticipation,5.39,2.55,18
antics,5.1,2.17,21
antidote,3.24,2.05,21
antigravity,5.1,2.65,20
antiquated,4.95,2.74,20
antique,4.0,2.35,25
antiques,3.68,2.71,22
antiseptic,3.15,2.03,20
antisocial,5.32,2.12,22
antsy,5.23,2.72,22
anus,4.39,2.33,18
anvil,4.4,2.11,20
anxiety,4.78,2.89,23
anxious,6.2,2.36,44
anytime,4.6,2.46,20
aorta,3.64,1.59,22
aortic,3.5,2.56,16
apache,3.7,2.13,20
apartment,3.8,2.76,20
apartments,3.28,1.99,18
apathy,3.8,2.21,20
ape,4.25,2.73,20
apex,3.48,2.29,21
aphrodisiac,5.96,2.46,23
apocalypse,5.04,2.9,24
apologetic,4.0,2.65,21
apologize,3.52,2.23,21
apology,4.0,2.14,22
apostle,4.38,2.28,24
apothecary,4.23,2.41,22
appalled,4.91,2.81,22
appalling,5.5,2.54,20
apparatus,4.0,2.37,21
apparel,4.3,2.22,23
apparent,3.19,2.06,21
apparition,4.82,2.13,22
appeal,3.57,2.13,21
appear,3.24,2.21,21
appearance,4.57,2.45,23
appease,3.55,2.28,22
appendage,4.35,2.4,23
appendectomy,6.14,2.46,21
appendicitis,5.12,2.6,25
appendix,2.92,1.89,24
appetite,5.37,2.39,19
appetizer,4.52,2.37,25
appetizing,4.82,3.0,22
applaud,5.05,1.75,19
applause,5.38,1.83,21
apple,3.52,2.06,21
apple juice,3.2,2.21,20
applejack,3.8,2.31,20
applesauce,2.78,2.0,23
appliance,2.84,1.88,45
applicant,3.96,2.24,25
application,4.52,1.95,23
apply,3.24,1.67,21
appoint,4.25,2.07,20
appointment,4.8,2.5,20
appraisal,4.09,2.09,22
appreciate,3.1,2.25,20
appreciation,4.68,2.44,22
appreciative,4.35,2.27,23
apprehend,5.13,2.28,23
apprehension,4.23,2.58,22
apprehensive,4.77,2.64,22
apprentice,3.59,1.71,22
approach,4.48,1.91,21
appropriate,4.04,2.06,23
approval,3.52,2.77,21
approve,4.09,2.29,22
approximate,3.82,2.2,22
apricot,4.29,2.12,21
apron,2.9,1.65,20
apt,4.05,2.32,19
aptitude,4.55,2.42,20
aqua,3.6,2.37,20
aquamarine,3.9,2.85,20
aquarium,4.3,2.54,20
aquatic,3.58,2.75,24
arbitrary,4.55,2.76,20
arbitration,4.41,2.28,22
arcade,6.1,2.47,20
arcane,3.61,1.92,23
arch,3.15,1.93,20
archaeological,4.52,2.14,21
archaeologist,4.14,2.22,21
archaeology,3.86,2.56,21
archaic,4.38,2.11,21
archangel,4.19,2.28,26
archbishop,3.78,1.98,23
archdiocese,3.41,2.67,22
archduke,3.56,2.04,18
archery,4.39,2.57,18
architect,3.25,2.12,20
architectural,4.05,2.77,21
architecture,4.39,2.59,23
archive,4.18,2.13,22
arctic,3.88,2.64,25
ardent,4.62,2.34,24
area,2.19,1.6,21
arena,4.23,2.58,22
argue,6.67,2.61,18
argument,5.22,2.68,23
argumentative,5.61,2.13,23
arise,4.76,2.3,21
aristocracy,4.15,2.39,20
aristocrat,3.6,2.01,20
aristocratic,3.18,2.08,22
arithmetic,4.0,2.38,26
ark,3.52,2.18,21
arm,3.44,2.05,45
armada,3.29,2.24,21
armament,4.65,2.53,23
armchair,2.75,1.98,24
armed,6.3,1.92,23
armor,3.29,2.44,24
armored,3.52,2.14,21
armory,4.48,2.32,21
armpit,3.57,1.78,21
army,4.49,2.63,43
aroma,4.35,2.19,23
arouse,6.21,2.5,24
aroused,7.3,2.47,20
arraignment,4.6,1.96,25
arrange,3.57,2.11,21
arrangement,3.0,1.89,20
array,3.71,2.0,21
arrest,6.86,2.24,21
arrhythmia,4.95,2.46,22
arrival,3.6,2.42,25
arrive,5.0,2.75,20
arrogance,4.65,2.35,20
arrogant,5.15,2.13,20
arrow,3.91,2.59,23
arsenal,5.48,2.24,25
arsenic,4.7,1.84,23
arson,5.41,2.5,22
arsonist,6.95,2.09,19
art,4.48,2.48,23
arterial,3.39,2.41,23
artery,4.09,2.35,23
arthritis,4.27,1.88,22
artichoke,3.5,2.48,22
article,3.5,1.71,22
articulate,4.27,2.59,22
artifact,4.95,2.28,20
artificial,4.17,1.71,24
artillery,4.56,2.59,18
artist,4.1,2.65,20
artiste,3.0,2.23,24
artistic,5.0,2.74,18
artistry,4.71,2.57,21
artwork,4.18,2.91,22
arty,5.53,2.55,19
asbestos,4.38,2.53,24
ascend,4.13,2.53,23
ascendant,3.23,2.0,22
ascending,3.73,2.23,22
ascension,5.36,2.26,22
ascertain,3.17,1.99,23
ashamed,5.65,2.39,20
ashtray,3.48,2.27,23
asinine,4.63,2.48,19
ask,3.48,2.16,21
asleep,2.0,2.43,21
asparagus,2.73,1.98,22
aspect,3.39,2.06,18
aspen,4.11,2.35,19
asphalt,3.2,1.88,20
asphyxia,6.14,2.37,21
asphyxiation,6.91,1.9,22
aspiration,5.0,2.41,21
aspire,3.68,2.51,22
aspirin,3.35,2.13,20
aspiring,4.41,2.89,22
ass,5.43,2.29,21
assailant,5.7,2.46,23
assassin,5.82,2.87,44
assassinate,6.38,2.33,21
assassination,6.2,2.75,20
assault,6.8,2.11,916
assemble,3.52,2.39,23
assembly,3.95,2.72,22
assemblyman,3.12,2.33,25
assert,4.64,2.13,22
assertive,5.55,2.39,20
assess,3.45,2.2,22
assessment,2.75,1.83,20
asset,4.43,2.84,21
asshole,6.38,2.77,21
assign,3.71,1.49,21
assignment,4.45,2.42,22
assimilate,4.15,1.95,20
assist,3.76,2.26,21
assistance,3.82,2.22,22
assistant,4.8,2.67,20
associate,3.11,1.94,18
association,3.67,1.5,18
assorted,3.52,2.16,21
assortment,3.88,2.2,26
assume,4.2,2.4,20
assumption,4.14,2.06,21
assurance,2.81,2.25,21
assure,3.1,2.14,21
asterisk,2.78,2.04,23
asteroid,5.6,2.33,20
asthma,4.5,2.45,26
asthmatic,3.38,2.79,24
astonish,5.38,1.98,26
astonished,5.73,2.27,22
astonishing,5.77,2.16,22
astound,5.05,2.4,21
astral,5.13,2.63,23
astrology,4.18,2.48,22
astronaut,4.4,2.09,20
astronomer,5.42,2.27,19
astronomical,5.0,2.14,21
astronomy,4.33,2.82,21
astute,3.16,2.24,19
asylum,5.55,2.28,20
atheist,4.76,2.84,21
athlete,4.75,2.75,20
athletic,5.0,2.45,22
athletics,4.93,2.76,44
atlas,2.5,1.74,22
atmosphere,4.0,2.28,21
atmospheric,4.09,2.21,23
atoll,3.55,1.82,20
atom,4.29,2.37,21
atomic,5.85,2.54,20
atone,4.0,2.29,22
atrium,3.57,1.96,21
atrocious,4.12,2.85,24
atrocity,5.0,2.65,23
atrophy,3.86,2.12,22
attach,3.81,1.91,21
attachment,2.96,2.42,24
attack,7.05,2.11,21
attacker,7.27,1.93,22
attain,3.11,2.19,18
attempt,4.94,2.29,18
attempted,3.64,2.32,22
attend,3.5,2.3,22
attendance,4.24,2.07,21
attendant,3.14,1.56,21
attention,4.05,2.48,21
attentive,4.37,2.22,19
attest,3.68,2.51,22
attic,3.45,2.35,20
attire,3.95,1.83,21
attitude,4.76,2.05,21
attorney,4.8,2.82,20
attract,5.35,2.81,23
attraction,5.4,2.62,20
attractive,4.91,2.94,22
attribute,4.12,2.28,25
auburn,3.62,1.8,21
auction,4.5,2.52,20
auctioneer,4.0,2.39,23
audacious,4.28,2.35,18
audacity,4.1,2.2,20
audible,4.45,2.54,22
audience,4.91,2.45,22
audio,4.29,2.08,21
audit,5.78,2.61,23
audition,4.24,2.45,21
auditor,3.7,2.41,20
auditorium,4.45,2.02,22
auditory,4.5,2.06,22
aunt,2.71,2.41,21
auntie,3.58,2.7,24
aura,4.7,2.72,20
auspicious,3.39,2.33,23
authentic,4.55,2.5,22
authenticate,4.36,2.38,22
authenticity,4.42,2.36,24
author,2.73,1.91,22
authority,5.35,2.33,23
authorization,4.32,2.36,25
authorize,4.67,2.44,24
autism,4.1,2.61,21
autistic,4.24,2.57,21
auto,4.95,2.7,22
autobiographical,3.74,2.51,23
autobiography,2.85,1.6,20
autograph,3.55,2.26,20
autographed,4.65,2.29,23
automated,4.05,2.42,22
automatic,3.7,2.45,20
automobile,3.91,1.82,22
automotive,4.5,1.54,20
autonomy,4.09,2.23,23
autopilot,4.11,2.35,19
autopsy,4.36,2.87,22
autumn,3.21,2.34,43
auxiliary,3.61,2.19,23
avail,3.77,1.93,22
availability,4.38,2.67,21
available,4.04,2.48,24
avalanche,6.55,2.46,20
avenge,6.35,2.13,26
avenging,6.1,1.97,21
avenue,3.3,2.24,43
average,3.29,1.79,17
aversion,5.14,2.46,22
avert,3.62,1.94,21
aviation,4.05,2.59,22
aviator,4.67,2.46,21
avid,4.32,2.01,22
avocado,4.05,2.3,22
avoid,3.92,2.06,24
avoidance,4.95,2.39,20
await,2.91,1.9,22
awake,5.5,2.67,20
awaken,4.29,2.2,24
awakening,4.67,2.5,24
award,5.85,2.89,20
aware,4.7,2.56,20
awareness,3.73,2.55,22
awe,3.83,2.85,23
awed,4.21,2.26,42
awesome,6.05,3.09,20
awful,4.86,2.87,21
awkward,4.55,2.35,20
awkwardness,4.65,2.61,26
awning,2.9,2.07,20
axe,5.64,2.61,22
axis,3.92,2.02,25
axle,2.45,2.2,22
babble,4.0,2.28,24
babe,4.25,3.08,20
baboon,5.11,2.11,19
baby,4.97,2.65,38
babysit,3.67,1.98,21
babysitter,3.48,1.78,21
Bacardi,4.36,2.46,22
bachelor,4.14,1.96,21
bachelorette,4.09,2.51,22
back,2.59,1.79,22
backboard,3.41,1.82,22
backbone,4.05,2.58,21
backdoor,3.85,2.24,26
backdrop,2.7,1.84,20
backer,3.53,1.71,19
backfire,4.79,2.42,19
backgammon,2.06,1.39,18
background,3.67,1.77,21
backhand,4.61,2.03,18
backpack,3.68,2.38,22
backroom,3.5,2.28,18
backseat,3.32,2.08,22
backside,3.68,2.19,22
backtrack,3.15,1.73,20
backup,3.45,2.3,22
backwater,3.84,2.37,25
backwoods,2.57,2.01,21
backyard,3.88,2.55,26
bacon,4.16,2.84,25
bacteria,4.24,2.53,21
bacterial,5.0,2.65,22
bad,4.86,2.69,21
badass,6.68,2.19,19
badge,4.4,2.41,20
badger,4.35,2.12,23
badness,4.38,2.94,21
bag,3.43,2.2,21
bagel,3.6,1.82,20
baggage,4.0,2.53,21
baggie,3.55,2.65,20
baggy,4.05,2.26,22
bagman,2.7,2.13,20
bail,3.91,2.27,22
bailiff,4.33,2.29,21
bait,3.5,2.02,22
bake,5.0,2.87,18
bakery,3.86,2.87,22
balance,4.13,2.03,23
balcony,4.0,2.14,21
bald,3.71,2.0,21
balding,3.38,2.29,21
baldy,2.7,1.94,23
bale,2.78,1.86,18
ball,3.48,2.02,21
ballad,3.6,1.85,25
ballast,4.06,1.98,18
ballerina,3.73,2.21,22
ballet,3.72,2.52,18
ballgame,4.65,2.76,20
ballistic,4.09,2.65,22
ballistics,5.58,2.36,19
balloon,3.9,2.57,21
ballot,4.15,2.54,20
ballpark,3.85,2.23,20
ballplayer,4.09,2.51,22
ballpoint,2.46,2.0,24
ballroom,4.27,2.29,22
ballsy,5.29,2.37,21
balm,3.36,2.4,25
balmy,4.23,2.76,22
bam,3.96,2.91,24
bamboo,3.2,2.42,20
ban,5.2,2.44,20
banana,3.21,2.19,24
band,4.52,2.93,21
bandage,3.64,2.04,22
bandanna,3.15,1.87,20
bandit,5.18,2.77,22
bandstand,3.54,2.77,24
bandwagon,3.95,2.09,21
bandwidth,3.43,2.42,21
bane,3.95,2.8,20
bang,6.09,2.48,23
banger,3.33,2.32,24
banish,4.71,2.61,24
banister,2.55,1.79,20
banjo,3.53,2.32,19
bank,4.19,2.93,21
banker,3.38,2.52,24
banking,4.24,2.19,21
bankroll,4.95,2.53,19
bankrupt,5.49,2.62,49
bankruptcy,5.39,2.21,23
banner,3.55,2.16,20
banquet,4.57,2.35,23
banshee,5.09,2.79,23
banter,3.5,2.19,20
banzai,4.73,2.25,22
baptism,3.96,2.51,23
baptize,3.32,2.42,22
bar,4.53,2.46,40
barbarian,6.26,2.16,19
barbaric,5.6,2.5,20
barbecue,5.55,2.76,20
barbed,5.1,2.29,20
barber,3.18,1.92,22
barbershop,3.18,1.82,22
barbie doll,3.96,2.46,23
bard,2.94,2.04,18
bare,4.65,2.43,26
barefoot,4.33,2.61,21
barf,5.0,2.6,20
bargain,5.48,2.41,23
bargaining,4.14,2.49,22
barge,3.15,2.21,20
baritone,4.0,2.05,21
barium,2.91,1.72,22
bark,3.4,2.3,20
barkeep,3.71,2.41,21
barley,3.62,2.33,26
barmaid,4.6,2.62,20
barman,4.95,2.04,21
barn,3.57,2.11,21
barnacle,3.52,1.97,21
barnyard,2.55,1.79,22
barometer,2.88,1.87,17
baron,3.88,1.74,25
baroness,4.36,2.15,22
barracuda,5.16,2.49,25
barrage,3.96,1.99,25
barrel,3.43,2.5,21
barren,3.59,2.48,22
barricade,4.23,2.62,22
barrier,4.7,2.05,20
barrister,3.18,2.3,22
barroom,4.65,1.6,20
bartender,4.95,2.74,20
barter,4.74,2.08,19
base,3.1,2.17,20
baseball,3.15,2.54,20
baseball bat,3.39,2.17,18
baseline,2.52,2.36,21
baseman,3.95,2.28,22
basement,3.33,2.32,24
bash,5.14,2.66,22
bashful,4.36,2.61,22
basic,2.95,1.81,22
basics,3.14,2.03,21
basil,3.82,2.28,22
basin,2.77,1.97,22
basis,2.68,1.78,22
bask,3.86,2.08,22
basket,2.48,1.4,21
basketball,4.35,3.07,23
bass,4.87,2.69,23
bass guitar,4.88,2.67,25
bastard,5.1,2.27,41
bat,4.57,2.52,23
batch,3.29,1.85,21
bath,3.25,2.35,40
bathe,3.15,2.23,20
bathhouse,4.0,2.54,23
bathing,3.23,2.45,22
bathrobe,4.05,2.86,20
bathroom,2.86,1.91,43
bathtub,3.63,2.56,43
baton,3.64,2.13,22
battalion,4.76,2.4,25
batter,3.85,2.39,20
battered,3.86,2.57,22
battering,4.67,2.57,18
battery,3.95,2.35,20
battle,6.25,2.94,20
battlefield,6.48,2.19,23
battleground,5.76,2.61,21
battlements,4.52,2.47,23
battleship,3.41,2.36,22
batty,4.05,2.72,22
bauble,3.83,2.25,23
bawl,4.86,2.55,22
bay,3.26,2.21,19
bayonet,4.45,2.56,22
bayou,3.81,2.29,21
bazaar,5.9,1.95,21
bazooka,6.1,2.19,21
be,3.43,2.31,21
beach,5.1,2.23,21
beacon,4.52,2.48,23
bead,3.4,2.41,20
beady,3.73,2.29,22
beak,2.81,2.14,21
beaker,3.79,2.1,19
beam,3.59,2.48,22
bean,2.95,2.46,20
