unit,mean,std,n,individual_ratings
animated,6.65,1.79,20,
animation,6.42,1.12,19,
animosity,3.4,1.88,20,
ankle,5.4,1.9,20,
anklet,4.75,1.37,20,
annals,4.8,0.83,20,
annex,4.41,1.05,22,
annihilate,3.15,1.73,20,
annihilation,2.58,1.87,19,
anniversary,6.95,2.03,22,
announce,5.52,1.33,21,
announcement,5.81,1.4,21,
announcer,5.84,1.5,19,
annoy,2.49,1.42,41,
annoyance,2.95,1.23,20,
annoyed,2.8,1.2,20,
annoying,3.0,1.71,18,
annual,5.19,1.97,21,
annul,3.83,2.15,23,
annulment,4.05,1.99,20,
anointed,4.79,2.27,19,
anomaly,4.84,1.74,19,
anonymity,4.81,2.02,21,
anonymous,5.75,1.65,20,
anorexic,2.71,2.08,21,
answer,6.1,1.41,39,
ant,3.9,1.14,21,
antagonistic,4.32,1.57,19,
antagonize,3.15,1.35,20,
antelope,5.68,1.46,22,
antenna,5.43,1.25,21,
anterior,4.89,1.82,19,
anthem,5.95,1.43,20,
anthill,4.32,1.86,22,
anthrax,2.32,0.89,19,
anthropological,5.53,1.9,19,
anthropologist,5.7,1.22,20,
anthropology,5.3,1.87,20,
anti,4.47,1.98,19,
antiaircraft,4.85,2.13,20,
antibiotic,5.88,1.94,24,
antibiotics,5.05,1.73,20,
antichrist,2.36,1.79,22,
anticipate,6.0,1.26,20,
anticipation,5.26,1.66,19,
antics,3.95,1.43,19,
antidote,6.55,2.31,20,
antigravity,5.74,1.76,19,
antiquated,5.0,1.61,21,
antique,6.5,1.93,20,
antiques,6.63,2.29,19,
antiseptic,4.57,1.69,21,
antisocial,3.21,1.62,19,
antsy,4.36,1.76,22,
anus,2.9,1.62,20,
anvil,5.05,0.94,20,
anxiety,2.38,1.66,21,
anxious,3.8,1.42,40,
anytime,5.81,1.6,21,
aorta,4.35,1.57,20,
aortic,4.25,1.37,20,
apache,5.2,1.51,20,
apartment,5.72,2.35,18,
apartments,5.0,1.73,19,
apathy,3.68,1.7,19,
ape,5.21,1.72,19,
apex,5.52,1.59,23,
aphrodisiac,6.43,1.99,21,
apocalypse,3.24,2.34,21,
apologetic,6.65,2.35,20,
apologize,4.94,2.13,18,
apology,6.24,1.87,21,
apostle,5.5,2.21,20,
apothecary,5.48,1.47,23,
appalled,3.62,1.5,21,
appalling,2.95,1.99,19,
apparatus,5.5,1.65,22,
apparel,5.38,2.2,21,
apparent,4.96,1.46,23,
apparition,4.85,1.5,20,
appeal,6.3,2.15,20,
appear,5.25,0.64,20,
appearance,6.14,1.9,21,
appease,5.95,1.15,20,
appendage,4.23,1.34,22,
appendectomy,2.95,2.15,19,
appendicitis,1.86,1.35,21,
appendix,4.81,1.97,21,
appetite,6.23,1.54,22,
appetizer,7.29,1.76,21,
appetizing,7.0,1.45,19,
applaud,6.7,1.17,20,
applause,7.12,1.35,41,
apple,6.62,1.72,21,
apple juice,7.3,1.43,23,
applejack,5.79,1.96,19,
applesauce,6.9,1.86,20,
appliance,5.15,1.29,40,
applicant,4.91,1.19,22,
application,5.05,1.43,20,
apply,5.16,1.38,19,
appoint,5.95,1.61,19,
appointment,4.43,1.69,21,
appraisal,5.09,2.0,23,
appreciate,7.33,1.53,18,
appreciation,7.3,1.45,20,
appreciative,7.14,1.8,21,
apprehend,4.14,1.85,21,
apprehension,4.15,1.66,20,
apprehensive,3.32,1.49,19,
apprentice,5.95,1.32,21,
approach,5.45,1.15,20,
appropriate,6.1,1.94,20,
approval,6.75,1.68,20,
approve,7.0,1.92,20,
approximate,5.26,1.29,23,
apricot,5.95,2.19,20,
apron,5.8,1.54,20,
apt,5.64,1.53,22,
aptitude,5.95,1.54,19,
aqua,6.5,1.28,20,
aquamarine,6.4,1.9,20,
aquarium,6.43,1.78,21,
aquatic,6.8,1.4,20,
arbitrary,4.15,1.81,20,
arbitration,4.09,2.0,22,
arcade,6.45,1.96,20,
arcane,5.25,1.86,20,
arch,5.8,1.77,20,
archaeological,6.05,1.22,19,
archaeologist,5.42,1.57,19,
archaeology,6.1,1.62,20,
archaic,4.5,1.74,22,
archangel,7.27,1.78,22,
archbishop,4.71,1.63,24,
archdiocese,3.95,2.32,19,
archduke,4.15,1.53,20,
archery,5.25,2.05,20,
architect,6.21,1.84,19,
architectural,6.32,2.06,19,
architecture,6.05,1.36,20,
archive,4.81,1.03,21,
arctic,4.45,2.01,20,
ardent,4.95,1.56,21,
area,5.56,1.29,18,
arena,5.75,1.45,20,
argue,3.15,1.53,20,
argument,2.62,1.53,21,
argumentative,3.2,1.79,20,
arise,6.17,1.25,18,
aristocracy,5.21,2.07,19,
aristocrat,4.28,1.41,18,
aristocratic,5.79,2.04,19,
arithmetic,4.95,1.79,22,
ark,6.15,1.31,20,
arm,5.44,1.7,41,
armada,4.6,1.76,20,
armament,5.05,2.07,19,
armchair,5.67,1.77,21,
armed,4.11,1.97,19,
armor,6.1,1.51,21,
armored,5.67,1.59,21,
armory,5.25,1.33,20,
armpit,4.1,1.59,20,
army,4.65,2.03,20,
aroma,7.65,1.35,20,
arouse,6.67,2.08,21,
aroused,5.95,1.85,20,
arraignment,3.91,1.74,22,
arrange,5.15,0.93,20,
arrangement,5.71,1.45,21,
array,5.9,1.48,21,
arrest,2.33,1.37,18,
arrhythmia,3.86,2.32,22,
arrival,6.67,1.28,21,
arrive,6.41,1.84,22,
arrogance,2.55,1.23,20,
arrogant,2.52,1.29,21,
arrow,5.24,1.81,21,
arsenal,4.45,2.2,22,
arsenic,3.0,1.82,21,
arson,2.26,1.52,19,
arsonist,2.5,1.88,20,
art,6.85,1.89,39,
arterial,3.95,1.66,21,
artery,4.29,2.28,21,
arthritis,2.32,1.06,19,
artichoke,5.3,1.75,20,
article,5.68,1.42,19,
articulate,6.55,1.53,22,
artifact,6.2,1.61,20,
artificial,3.86,1.68,21,
artillery,4.1,1.77,20,
artist,6.76,2.47,21,
artiste,6.33,1.85,21,
artistic,7.0,1.17,20,
artistry,6.91,1.77,22,
artwork,6.76,1.55,21,
arty,6.55,2.11,22,
asbestos,2.24,1.34,21,
ascend,6.19,1.5,21,
ascendant,5.29,1.59,21,
ascending,5.14,1.73,22,
ascension,5.77,1.57,22,
ascertain,5.3,1.49,20,
ashamed,2.52,2.23,21,
ashtray,3.52,1.66,21,
asinine,5.05,2.25,21,
ask,5.95,1.4,22,
asleep,6.5,1.89,18,
asparagus,5.43,2.27,21,
aspect,4.89,1.15,19,
aspen,6.57,1.66,21,
asphalt,4.46,1.67,24,
asphyxia,2.19,1.47,21,
asphyxiation,1.53,0.84,19,
aspiration,6.26,2.26,19,
aspire,6.43,1.78,21,
aspirin,5.3,1.34,20,
aspiring,6.89,1.79,19,
ass,5.45,2.26,22,
assailant,3.24,1.48,21,
assassin,2.11,1.32,18,
assassinate,3.27,2.1,22,
assassination,1.83,0.86,18,
assault,2.05,1.45,39,
assemble,5.14,1.82,21,
assembly,5.47,1.43,19,
assemblyman,5.0,1.55,21,
assert,5.68,1.49,19,
assertive,5.37,1.83,19,
assess,5.84,1.86,19,
assessment,5.22,1.9,18,
asset,7.25,1.21,20,
asshole,2.11,1.88,18,
assign,4.75,1.62,20,
assignment,5.39,1.56,23,
assimilate,4.63,1.86,19,
assist,5.95,1.53,22,
assistance,5.82,1.79,22,
assistant,5.91,1.44,22,
associate,5.2,1.74,20,
association,5.5,1.91,20,
assorted,5.82,1.14,22,
assortment,5.64,1.14,22,
assume,4.41,1.84,22,
assumption,4.3,1.22,20,
assurance,5.95,2.12,19,
assure,6.33,1.68,21,
asterisk,5.38,1.66,21,
asteroid,4.95,2.15,22,
asthma,2.45,1.3,22,
asthmatic,3.33,1.62,21,
astonish,5.55,1.71,22,
astonished,6.42,1.47,40,
astonishing,6.53,1.87,19,
astound,6.3,1.63,20,
astral,5.32,1.73,22,
astrology,4.79,2.68,19,
astronaut,6.73,1.84,37,
astronomer,5.59,1.59,22,
astronomical,6.37,1.74,19,
astronomy,6.0,1.81,20,
astute,6.22,1.35,18,
asylum,3.24,2.34,21,
atheist,4.64,2.5,22,
athlete,6.21,2.04,19,
athletic,6.76,1.73,21,
athletics,6.14,2.03,21,
atlas,5.95,1.28,20,
atmosphere,6.05,1.5,22,
atmospheric,5.72,1.36,18,
atoll,5.14,1.49,22,
atom,5.74,1.1,19,
atomic,4.26,2.13,19,
atone,5.6,1.93,20,
atrium,5.95,1.13,19,
atrocious,3.14,1.31,21,
atrocity,2.95,1.86,21,
atrophy,3.16,1.83,19,
attach,5.26,1.24,19,
attachment,6.0,1.38,21,
attack,2.0,0.97,18,
attacker,2.23,1.57,22,
attain,5.85,2.03,20,
attempt,6.0,1.55,21,
attempted,5.35,1.5,23,
attend,5.4,1.19,20,
attendance,5.95,1.43,19,
attendant,5.63,0.96,19,
attention,6.68,1.49,22,
attentive,6.43,1.69,21,
attest,5.1,1.59,20,
attic,4.95,1.77,21,
attire,6.16,1.12,19,
attitude,4.72,2.08,18,
attorney,3.67,1.74,21,
attract,6.38,2.11,21,
attraction,7.0,1.52,20,
attractive,7.19,1.91,21,
attribute,5.67,1.62,21,
auburn,5.89,1.2,19,
auction,5.43,1.75,21,
auctioneer,5.09,1.31,22,
audacious,5.11,1.41,19,
audacity,5.2,1.36,20,
audible,6.05,1.6,21,
audience,5.89,2.03,18,
audio,6.56,1.34,18,
audit,2.82,1.3,22,
audition,5.2,1.4,20,
auditor,3.26,1.79,19,
auditorium,6.05,1.54,19,
auditory,5.05,1.58,19,
aunt,6.56,2.09,18,
auntie,6.24,1.48,21,
aura,6.45,1.85,20,
auspicious,4.76,1.73,21,
authentic,6.91,1.63,22,
authenticate,5.1,1.81,21,
authenticity,6.81,1.63,21,
author,6.33,1.39,21,
authority,4.76,1.87,21,
authorization,5.86,1.74,21,
authorize,5.37,1.01,19,
autism,3.2,1.91,20,
autistic,3.62,1.8,21,
auto,5.0,1.93,22,
autobiographical,4.82,1.4,22,
autobiography,5.79,2.27,19,
autograph,6.21,1.36,19,
autographed,6.14,1.75,22,
automated,4.74,1.56,19,
automatic,6.05,1.84,22,
automobile,5.45,1.47,20,
automotive,5.37,2.27,19,
autonomy,5.05,1.66,21,
autopilot,5.65,1.46,17,
autopsy,2.62,1.5,21,
autumn,7.12,1.98,42,
auxiliary,5.26,1.63,19,
avail,5.42,1.57,19,
availability,5.68,1.73,19,
available,6.86,1.28,21,
avalanche,4.0,2.73,19,
avenge,4.05,2.06,22,
avenging,4.89,2.13,19,
avenue,5.74,1.53,42,
average,4.89,0.88,19,
aversion,4.0,1.26,20,
avert,5.16,1.92,19,
aviation,5.9,1.67,21,
aviator,6.39,1.5,18,
avid,5.74,2.31,19,
avocado,6.32,2.14,19,
avoid,4.1,1.45,21,
avoidance,3.35,1.39,20,
await,5.33,1.33,18,
awake,6.76,1.48,21,
awaken,6.05,1.83,21,
awakening,6.41,1.44,22,
award,7.86,1.15,21,
aware,6.86,1.49,22,
awareness,6.45,1.61,20,
awe,6.85,1.79,20,
awed,6.05,2.01,42,
awesome,7.86,1.85,21,
awful,2.28,1.96,18,
awkward,2.95,1.22,19,
awkwardness,3.86,1.88,22,
awning,5.79,0.98,19,
axe,3.48,1.5,23,
axis,4.19,1.54,21,
axle,4.67,1.11,21,
babble,4.55,1.67,20,
babe,6.86,1.93,21,
baboon,5.55,1.61,20,
baby,6.67,2.36,43,
babysit,4.74,1.45,19,
babysitter,6.55,1.85,20,
Bacardi,5.68,2.52,19,
bachelor,5.58,1.43,19,
bachelorette,5.52,2.32,21,
back,4.76,1.76,21,
backboard,4.7,1.89,20,
backbone,5.16,1.71,19,
backdoor,4.86,1.53,21,
backdrop,5.45,1.39,20,
backer,4.73,1.61,22,
backfire,3.0,1.98,22,
backgammon,5.6,1.76,20,
background,5.05,0.78,19,
backhand,3.5,1.77,22,
backpack,6.05,1.87,19,
backroom,4.6,1.54,20,
backseat,4.84,1.77,19,
backside,4.58,2.19,19,
backtrack,4.26,1.66,19,
backup,5.85,1.35,20,
backwater,4.33,1.93,21,
backwoods,5.0,2.08,20,
backyard,6.1,2.0,20,
bacon,7.52,1.5,21,
bacteria,3.3,1.56,20,
bacterial,3.68,2.12,22,
bad,3.24,1.92,21,
badass,6.14,2.25,22,
badge,5.24,2.05,21,
badger,4.63,2.24,19,
badness,3.55,2.01,20,
bag,5.05,1.29,22,
bagel,6.32,1.16,19,
baggage,4.5,1.63,22,
baggie,5.43,2.09,21,
baggy,4.45,1.19,20,
bagman,4.7,1.17,20,
bail,3.79,2.02,19,
bailiff,3.95,1.54,20,
bait,4.0,1.83,22,
bake,7.2,1.61,20,
bakery,6.79,2.27,19,
balance,6.84,1.57,19,
balcony,6.11,1.1,19,
bald,2.85,2.13,20,
balding,3.05,1.35,19,
baldy,3.95,1.94,21,
bale,4.9,1.33,20,
ball,6.14,1.39,22,
ballad,6.33,1.96,21,
ballast,4.67,0.97,21,
ballerina,6.79,1.32,19,
ballet,6.86,1.67,22,
ballgame,7.0,1.56,19,
ballistic,5.0,1.67,21,
ballistics,4.05,1.25,22,
balloon,6.84,1.42,19,
ballot,5.29,1.23,21,
ballpark,5.44,2.41,18,
ballplayer,5.26,2.05,19,
ballpoint,5.1,1.18,21,
ballroom,5.75,1.33,20,
ballsy,4.9,1.8,20,
balm,6.24,1.55,21,
balmy,5.23,2.27,22,
bam,5.05,1.61,19,
bamboo,6.33,1.68,18,
ban,3.38,2.2,21,
banana,6.71,2.03,21,
band,6.44,1.62,18,
bandage,3.63,2.01,19,
bandanna,5.26,1.48,19,
bandit,3.88,1.98,24,
bandstand,5.81,1.4,21,
bandwagon,3.95,1.35,19,
bandwidth,5.32,1.89,22,
bane,3.9,1.51,21,
bang,5.1,1.41,21,
banger,4.05,2.06,21,
banish,3.85,1.53,20,
banister,5.42,1.54,19,
banjo,6.35,1.27,20,
bank,6.0,1.94,18,
banker,4.89,1.78,18,
banking,5.47,1.71,19,
bankroll,6.05,1.96,19,
bankrupt,2.21,1.27,19,
bankruptcy,2.52,1.78,21,
banner,5.17,1.24,41,
banquet,6.11,1.59,19,
banshee,3.58,1.5,19,
banter,5.48,2.06,21,
banzai,5.65,2.18,20,
baptism,6.62,2.13,21,
baptize,5.59,2.53,17,
bar,5.0,1.83,19,
barbarian,3.14,2.17,21,
barbaric,3.43,1.83,21,
barbecue,7.1,1.55,20,
barbed,3.75,1.52,20,
barber,4.89,2.08,19,
barbershop,5.37,1.83,19,
barbie doll,5.23,2.0,22,
bard,4.45,1.47,20,
bare,5.5,1.95,22,
barefoot,6.91,1.9,22,
barf,2.32,1.77,19,
bargain,7.63,1.42,19,
bargaining,5.37,1.8,19,
barge,5.44,1.69,18,
baritone,6.05,1.43,19,
barium,4.9,2.07,21,
bark,4.86,2.33,21,
barkeep,5.7,1.69,20,
barley,4.95,1.5,22,
barmaid,4.85,1.63,20,
barman,5.28,1.02,18,
barn,6.16,1.3,19,
barnacle,5.27,1.35,22,
barnyard,5.65,1.81,20,
